"IP","Target C2","OpenPorts","Score(Inbound/Outbound)","Country","Scan Time"
"3.82.216.191","c2_meshagent","443","Critical/Critical","us","2025-07-06 01:58:23"
"34.81.132.39","c2_metasploit","448","Critical/Critical","tw","2025-06-13 01:47:42"
"3.130.126.182","c2_meshagent","443","Critical/Critical","us","2025-07-06 01:44:35"
"2.136.188.137","c2_meshagent","443","Critical/Critical","es","2025-07-06 00:55:32"
"18.221.38.55","c2_meshagent","443","Critical/Critical","us","2025-07-06 00:52:09"
"52.13.109.136","c2_mythic","443","Critical/Critical","us","2025-07-05 22:12:05"
"124.198.131.190","c2_mythic","443","Critical/Critical","nz","2025-07-05 22:51:41"
"45.134.26.136","c2_posh","443","Critical/Critical","ae","2025-06-16 14:27:46"
"212.46.38.224","c2_havoc","443","Critical/Critical","es","2025-07-05 19:33:04"
"61.4.109.91","c2_havoc","443","Critical/Critical","my","2025-07-02 14:37:29"
"193.181.210.90","c2_mythic","443","Critical/Critical","se","2025-07-05 19:56:26"
"165.154.224.234","c2_havoc","8443","Critical/Critical","hk","2025-07-05 01:32:01"
"47.236.177.123","c2_havoc","80","Critical/Critical","sg","2025-07-04 23:39:39"
"101.37.236.43","c2_havoc","80","Critical/Critical","cn","2025-06-28 22:02:14"
"157.230.34.254","c2_havoc","443","Critical/Critical","sg","2025-07-05 15:44:21"
"52.179.157.18","c2_meshagent","443","Critical/Critical","us","2025-07-06 02:32:23"
"144.202.104.21","c2_mythic","80","Critical/Critical","us","2025-07-05 22:08:49"
"3.105.232.121","c2_meshagent","443","Critical/Critical","au","2025-07-06 02:30:49"
"3.110.170.103","c2_meshagent","443","Critical/Critical","in","2025-07-06 02:26:21"
"3.6.25.212","c2_meshagent","80","Critical/Critical","in","2025-07-06 02:49:14"
"138.197.32.49","c2_havoc","443","Critical/Critical","us","2025-07-05 20:45:47"
"154.38.164.75","c2_meshagent","80","Critical/Critical","us","2025-07-06 00:56:05"
"147.135.36.223","c2_mythic","80","Critical/Critical","us","2025-07-05 22:11:46"
"3.64.144.241","c2_havoc","443","Critical/Critical","de","2025-07-06 19:17:10"
"13.127.6.17","c2_havoc","443","Critical/Safe","in","2025-07-06 15:44:36"
"213.218.212.100","c2_havoc","443","Critical/Critical","it","2025-07-03 22:53:13"
"18.140.67.129","c2_meshagent","80","Critical/Critical","sg","2025-07-07 01:58:18"
"5.129.197.185","c2_havoc","443","Critical/Critical","ru","2025-07-04 02:04:36"
"3.17.150.26","c2_meshagent","80","Critical/Critical","us","2025-07-06 23:25:13"
"107.152.45.119","c2_havoc","443","Critical/Critical","us","2025-07-05 14:07:07"
"212.87.213.117","c2_mythic","80","Critical/Critical","de","2025-07-06 22:26:21"
"23.254.215.118","c2_havoc","443","Critical/Critical","us","2025-07-06 17:46:18"
"3.208.222.34","c2_meshagent","80","Critical/Critical","us","2025-07-06 23:32:14"
"24.209.200.147","c2_mythic","80","Critical/Critical","us","2025-07-06 20:02:57"
"212.227.76.105","c2_mythic","443","Critical/Critical","de","2025-07-06 22:17:26"
"103.30.76.254","c2_metasploit","3790","Critical/Critical","hk","2025-07-06 07:04:47"
"108.181.157.69","c2_metasploit","3790","Critical/Critical","us","2025-07-06 08:46:56"
"185.182.219.24","c2_meshagent","80","Critical/Critical","kz","2025-07-06 23:39:58"
"185.40.152.104","c2_meshagent","443","Critical/Critical","ru","2025-07-07 00:43:37"
"116.203.22.124","c2_mythic","443","Critical/Critical","de","2025-07-06 21:34:12"
"164.90.172.68","c2_mythic","80","Critical/Critical","de","2025-07-06 20:30:46"
"150.109.111.98","c2_havoc","443","Critical/Critical","hk","2025-07-06 20:07:02"
"3.214.11.74","c2_meshagent","80","Critical/Critical","us","2025-07-07 02:06:56"
"212.87.213.113","c2_mythic","443","Critical/Critical","de","2025-07-06 22:31:39"
"3.136.231.230","c2_havoc","8443","Critical/Critical","us","2025-07-05 01:32:01"
"3.129.196.147","c2_mythic","443","Critical/Critical","us","2025-07-06 21:14:20"
"185.162.11.174","c2_meshagent","443","Critical/Critical","nl","2025-07-06 22:56:01"
"149.102.22.120","c2_mythic","443","Critical/Critical","gb","2025-07-06 20:06:18"
"82.76.248.166","c2_meshagent","80","Critical/Critical","ro","2025-07-06 22:58:15"
"209.240.132.76","c2_mythic","443","Critical/Critical","us","2025-07-06 23:03:50"
"206.189.13.43","c2_havoc","80","Critical/Critical","nl","2025-07-06 16:03:20"
"81.109.20.85","c2_mythic","443","Critical/Critical","gb","2025-07-06 19:26:56"
"185.53.251.184","C2","80","Critical/Critical","ru","2025-07-06 23:35:20"
"3.145.32.11","c2_havoc","80","Critical/Critical","us","2025-07-06 14:46:38"
"61.4.109.91","c2_havoc","443","Critical/Critical","my","2025-07-02 14:37:29"
"139.0.15.189","c2_metasploit","3790","Critical/Critical","id","2025-07-06 22:35:08"
"103.6.238.33","c2_metasploit","3790","Critical/Critical","my","2025-07-06 07:26:24"
"185.21.142.15","c2_meshagent","80","Critical/Critical","ru","2025-07-06 23:41:41"
"135.181.51.171","c2_metasploit","3790","Critical/Critical","fi","2025-07-06 14:29:56"
"18.229.140.241","c2_meshagent","443","Critical/Critical","br","2025-07-07 01:29:46"
"47.254.247.118","c2_havoc","443","Critical/Critical","my","2025-07-06 17:37:01"
"104.237.240.112","c2_metasploit","3790","Critical/Critical","us","2025-07-06 07:46:05"
"103.234.16.100","c2_metasploit","3790","Critical/Critical","bd","2025-07-06 07:04:47"
"18.228.31.163","c2_havoc","443","Critical/Critical","br","2025-07-06 21:59:50"
"112.213.116.21","c2_metasploit","3790","Critical/Critical","hk","2025-07-06 07:46:07"
"85.215.176.131","c2_meshagent","80","Critical/Critical","de","2025-07-06 23:00:30"
"179.43.186.224","c2_havoc","443","Critical/Critical","ch","2025-07-06 20:41:59"
"103.250.186.160","c2_metasploit","3790","Critical/Critical","in","2025-07-06 07:11:42"
"165.154.224.234","c2_havoc","443","Critical/Critical","hk","2025-07-04 22:01:45"
"3.93.241.171","c2_meshagent","80","Critical/Critical","us","2025-07-06 23:25:08"
"185.68.250.19","c2_meshagent","80","Critical/Critical","at","2025-07-06 23:01:12"
"185.42.170.220","c2_mythic","80","Critical/Critical","no","2025-07-06 22:27:12"
"88.218.0.198","c2_havoc","443","Critical/Critical","gb","2025-07-05 23:29:18"
"209.38.135.242","c2_metasploit","3790","Critical/Critical","us","2025-07-07 20:15:17"
"37.72.168.146","c2_havoc","443","Critical/Critical","us","2025-07-07 14:52:32"
"45.9.63.71","c2_meshagent","443","Critical/Critical","de","2025-07-07 22:52:28"
"158.101.100.247","c2_meshagent","80","Critical/Critical","us","2025-07-07 22:39:20"
"216.104.169.223","c2_mythic","443","Critical/Critical","us","2025-07-07 21:50:46"
"34.222.248.79","c2_mythic","443","Critical/Critical","us","2025-07-07 18:48:47"
"158.58.207.165","c2_darkcomet","100","Critical/Critical","bg","2025-06-10 18:09:19"
"165.22.184.26","c2_metasploit","3790","Critical/Critical","us","2025-07-07 09:04:40"
"165.227.136.106","c2_metasploit","3790","Critical/Critical","de","2025-07-07 10:59:15"
"66.115.138.116","c2_mythic","443","Critical/Critical","us","2025-07-07 21:51:18"
"34.236.148.248","c2_meshagent","443","Critical/Critical","us","2025-07-07 22:40:03"
"45.59.169.214","c2_mythic","443","Critical/Critical","us","2025-07-07 23:26:33"
"51.20.96.197","c2_posh","443","Critical/Critical","se","2025-06-16 14:27:46"
"150.109.111.98","c2_havoc","443","Critical/Critical","hk","2025-07-07 18:10:18"
"45.74.38.47","c2_havoc","443","Critical/Critical","gb","2025-07-07 14:47:50"
"45.32.116.82","c2_metasploit","3790","Critical/Critical","sg","2025-07-08 00:27:07"
"172.167.163.14","c2_havoc","443","Critical/Critical","gb","2025-07-07 11:51:21"
"54.175.31.82","c2_mythic","443","Low/Safe","us","2025-07-07 20:40:37"
"149.102.22.120","c2_mythic","443","Critical/Critical","gb","2025-07-07 18:39:20"
"8.219.136.28","c2_mythic","443","Critical/Critical","sg","2025-07-07 18:58:10"
"193.29.56.122","c2_metasploit","3790","Critical/Critical","de","2025-07-07 15:56:14"
"209.10.188.204","c2_metasploit","3790","Critical/Critical","us","2025-07-07 20:57:48"
"45.55.123.49","c2_havoc","443","Critical/Critical","us","2025-07-07 21:53:07"
"167.172.63.184","c2_havoc","443","Critical/Critical","gb","2025-07-07 20:23:32"
"185.70.46.156","c2_meshagent","443","Critical/Critical","be","2025-07-07 22:35:14"
"66.103.216.181","c2_meshagent","443","Critical/Critical","us","2025-07-07 22:29:50"
"45.32.118.61","c2_meshagent","443","Critical/Critical","sg","2025-07-07 22:33:16"
"209.74.87.113","c2_mythic","443","Critical/Critical","us","2025-07-07 22:07:41"
"111.229.202.115","c2_havoc","8443","Critical/Critical","cn","2025-07-05 01:32:01"
"173.212.214.79","c2_metasploit","3790","Critical/Critical","fr","2025-07-07 09:31:45"
"45.61.152.153","c2_meshagent","443","Critical/Critical","us","2025-07-07 22:44:42"
"136.144.181.45","c2_havoc","443","Critical/Critical","nl","2025-07-07 10:17:55"
"174.79.173.253","c2_metasploit","3790","Critical/Critical","us","2025-07-07 12:58:12"
"193.36.84.28","c2_metasploit","3790","Critical/Critical","de","2025-07-07 16:35:13"
"91.206.14.228","c2_havoc","443","Critical/Critical","ru","2025-07-07 07:58:04"
"83.238.212.60","c2_havoc","443","Critical/Critical","pl","2025-07-07 20:10:31"
"194.5.212.154","c2_metasploit","3790","Critical/Critical","de","2025-07-07 16:33:12"
"185.82.200.158","c2_meshagent","443","Critical/Critical","nl","2025-07-07 22:36:44"
"195.154.241.13","c2_metasploit","3790","Critical/Critical","fr","2025-07-07 16:11:37"
"45.11.229.40","c2_mythic","443","Critical/Critical","de","2025-07-07 22:49:20"
"3.145.32.11","c2_havoc","443","Critical/Critical","us","2025-07-07 15:54:12"
"45.8.228.119","c2_metasploit","3790","Critical/Critical","ru","2025-07-07 22:53:43"
"185.202.236.250","c2_metasploit","3790","Critical/Critical","de","2025-07-07 13:29:01"
"81.109.20.85","c2_mythic","443","Critical/Critical","gb","2025-07-07 20:18:35"
"65.109.69.164","c2_mythic","443","Critical/Critical","fi","2025-07-07 22:01:33"
"200.58.103.208","c2_mythic","80","Critical/Critical","ar","2025-07-07 21:50:15"
"88.218.0.198","c2_havoc","8443","Critical/Critical","gb","2025-07-06 02:59:00"
"128.199.152.169","c2_havoc","443","Critical/Critical","sg","2025-07-07 14:19:56"
"195.90.209.113","c2_metasploit","3790","Critical/Critical","de","2025-07-07 16:35:16"
"34.56.46.110","c2_meshagent","443","Critical/Critical","us","2025-07-07 23:03:21"
"74.175.81.231","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:55:28"
"129.213.47.161","c2_mythic","80","Critical/Low","us","2025-07-08 21:56:30"
"18.224.66.198","c2_meshagent","443","Critical/Critical","us","2025-07-08 22:24:04"
"217.76.49.39","c2_metasploit","3790","Critical/Critical","de","2025-07-07 22:19:35"
"45.61.138.9","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 08:44:39"
"97.107.137.187","c2_mythic","80","Critical/Critical","us","2025-07-08 20:57:03"
"195.66.213.157","c2_posh","443","Critical/Critical","ua","2025-07-06 11:12:54"
"18.212.57.12","c2_meshagent","443","Critical/Critical","us","2025-07-08 22:26:02"
"47.245.104.114","c2_mythic","80","Critical/Critical","sg","2025-07-08 22:36:03"
"71.69.76.18","c2_meshagent","443","Critical/Critical","us","2025-07-08 22:27:43"
"38.242.151.91","c2_havoc","443","Critical/Critical","de","2025-07-08 15:17:40"
"18.158.245.25","c2_meshagent","80","Critical/Critical","de","2025-07-08 22:48:23"
"101.126.149.119","c2_havoc","443","Critical/Critical","cn","2025-07-08 22:23:07"
"159.203.143.205","c2_havoc","443","Critical/Critical","us","2025-07-08 19:36:46"
"94.198.53.143","c2_posh","443","Critical/Critical","ru","2025-06-16 05:40:01"
"51.83.93.163","c2_meshagent","80","Critical/Critical","fr","2025-07-08 22:40:31"
"158.58.207.165","c2_darkcomet","100","Critical/Critical","bg","2025-06-10 18:09:19"
"18.171.150.43","c2_meshagent","80","Critical/Critical","gb","2025-07-08 23:52:24"
"178.62.48.123","c2_havoc","80","Critical/Critical","gb","2025-07-08 20:08:58"
"45.125.67.147","c2_metasploit","3790","Critical/Critical","hk","2025-07-08 09:27:21"
"49.13.225.29","c2_metasploit","3790","Critical/Critical","de","2025-07-08 12:20:00"
"47.83.134.97","c2_havoc","443","Critical/Critical","hk","2025-07-08 20:01:50"
"43.134.17.236","c2_metasploit","3790","Critical/Critical","sg","2025-07-08 07:49:34"
"103.180.236.201","c2_mythic","443","Critical/Critical","in","2025-07-08 21:52:46"
"4.180.20.2","c2_havoc","443","Critical/Critical","nl","2025-07-07 07:01:53"
"161.35.117.99","c2_mythic","443","Critical/Critical","us","2025-07-08 20:55:23"
"3.22.222.55","c2_meshagent","80","Critical/Critical","us","2025-07-08 23:41:02"
"185.119.17.37","c2_posh","443","Critical/Critical","de","2025-06-25 22:19:18"
"212.46.38.224","c2_havoc","443","Critical/Critical","es","2025-07-08 14:53:40"
"3.115.6.114","c2_meshagent","80","Critical/Critical","jp","2025-07-09 00:12:12"
"144.217.75.7","c2_mythic","80","Critical/Critical","ca","2025-07-09 01:45:29"
"18.143.93.130","c2_mythic","80","Critical/Critical","sg","2025-07-08 22:38:59"
"37.72.168.146","c2_havoc","443","Critical/Critical","us","2025-07-08 13:28:14"
"162.19.94.108","c2_mythic","443","Critical/Critical","fr","2025-07-08 20:34:38"
"209.10.188.204","c2_metasploit","3790","Critical/Critical","us","2025-07-07 21:10:42"
"210.2.169.213","c2_havoc","443","Moderate/Low","pk","2025-07-08 14:02:46"
"50.116.26.208","c2_mythic","443","Critical/Critical","us","2025-07-08 21:22:04"
"63.210.148.42","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:26:48"
"64.255.203.222","c2_metasploit","3790","Critical/Critical","us","2025-07-08 21:55:29"
"64.23.247.254","c2_mythic","80","Critical/Critical","us","2025-07-08 20:00:01"
"164.92.79.49","c2_havoc","443","Critical/Critical","us","2025-07-08 22:40:56"
"154.37.155.252","c2_havoc","443","Critical/Critical","hk","2025-07-08 10:36:11"
"176.126.240.209","c2_mythic","443","Critical/Critical","gb","2025-07-08 19:38:03"
"3.145.32.11","c2_havoc","443","Critical/Critical","us","2025-07-08 09:49:45"
"45.155.126.187","c2_metasploit","3790","Critical/Critical","bg","2025-07-08 08:48:50"
"3.79.148.6","c2_mythic","443","Critical/Critical","de","2025-07-08 22:10:06"
"3.6.25.212","c2_meshagent","443","Critical/Critical","in","2025-07-08 22:27:33"
"18.168.225.154","c2_havoc","443","Low/Safe","gb","2025-07-08 19:08:16"
"66.85.173.48","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:10:18"
"3.65.13.57","c2_meshagent","80","Critical/Critical","de","2025-07-09 01:42:53"
"66.115.138.116","c2_mythic","443","Critical/Critical","us","2025-07-09 20:09:45"
"129.80.2.53","c2_mythic","443","Critical/Critical","us","2025-07-09 19:55:05"
"3.115.6.114","c2_meshagent","80","Critical/Critical","jp","2025-07-09 22:18:41"
"18.189.254.81","c2_meshagent","80","Critical/Critical","us","2025-07-10 01:15:30"
"18.217.199.160","c2_meshagent","80","Critical/Critical","us","2025-07-10 00:39:14"
"178.62.48.123","c2_havoc","443","Critical/Critical","gb","2025-07-09 09:28:13"
"3.112.160.110","c2_mythic","443","Critical/Critical","jp","2025-07-09 19:11:32"
"173.249.45.65","c2_havoc","443","Critical/Critical","fr","2025-07-08 23:42:41"
"23.254.215.118","c2_havoc","443","Critical/Critical","us","2025-07-09 13:10:01"
"150.136.124.241","c2_mythic","80","Critical/Critical","us","2025-07-09 22:28:47"
"82.180.146.166","c2_metasploit","3790","Critical/Critical","in","2025-07-09 03:36:26"
"47.83.134.97","c2_havoc","443","Critical/Critical","hk","2025-07-09 20:48:18"
"194.69.162.205","c2_havoc","443","Critical/Critical","tr","2025-07-09 09:16:13"
"37.72.168.146","c2_havoc","443","Critical/Critical","us","2025-07-09 20:39:32"
"88.214.25.251","c2_metasploit","3790","Critical/Critical","de","2025-07-09 01:48:11"
"78.38.80.242","c2_metasploit","3790","Critical/Critical","ir","2025-07-08 22:21:47"
"64.255.203.222","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:51:15"
"97.107.137.187","c2_mythic","443","Critical/Critical","us","2025-07-09 21:24:03"
"138.197.32.49","c2_havoc","443","Critical/Critical","us","2025-07-09 16:29:45"
"47.254.247.118","c2_havoc","443","Critical/Critical","my","2025-07-09 21:39:58"
"18.189.87.104","c2_mythic","80","Critical/Critical","us","2025-07-09 21:28:15"
"45.79.207.53","c2_metasploit","3790","Critical/Critical","us","2025-07-08 09:27:13"
"38.32.140.76","c2_meshagent","80","Critical/Critical","us","2025-07-09 22:28:53"
"38.89.142.156","c2_meshagent","443","Critical/Critical","sg","2025-07-09 22:15:07"
"52.188.13.228","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:55:28"
"18.191.251.129","c2_meshagent","80","Critical/Critical","us","2025-07-10 00:52:25"
"45.79.94.190","c2_mythic","80","Critical/Critical","us","2025-07-09 18:12:45"
"63.210.148.42","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:10:18"
"174.138.41.37","c2_mythic","80","Critical/Critical","us","2025-07-10 00:05:57"
"52.70.175.172","c2_meshagent","80","Critical/Critical","us","2025-07-10 00:54:13"
"3.79.148.6","c2_mythic","443","Critical/Critical","de","2025-07-09 18:21:07"
"172.167.163.14","c2_havoc","443","Critical/Critical","gb","2025-07-09 04:47:22"
"209.197.79.204","c2_meshagent","443","Critical/Critical","us","2025-07-09 22:28:43"
"45.227.254.4","c2_metasploit","3790","Critical/Critical","pa","2025-07-08 08:44:39"
"152.89.176.187","c2_meshagent","443","Critical/Critical","de","2025-07-09 22:22:53"
"18.171.150.43","c2_meshagent","80","Critical/Critical","gb","2025-07-10 00:50:45"
"13.235.97.70","c2_meshagent","80","Critical/Critical","in","2025-07-09 22:30:05"
"47.251.23.76","c2_mythic","443","Critical/Critical","us","2025-07-09 19:47:23"
"173.212.194.234","c2_mythic","443","Critical/Critical","fr","2025-07-09 20:27:44"
"152.89.176.108","c2_meshagent","443","Critical/Critical","de","2025-07-09 22:25:37"
"47.245.101.46","c2_mythic","80","Critical/Critical","sg","2025-07-09 20:28:31"
"89.58.9.56","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:49:24"
"195.66.213.157","c2_posh","443","Critical/Critical","ua","2025-07-01 11:04:37"
"168.231.106.215","c2_havoc","443","Critical/Critical","de","2025-07-09 02:25:10"
"88.218.17.218","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 04:26:38"
"152.42.144.204","c2_meshagent","80","Critical/Critical","ca","2025-07-09 22:26:40"
"77.246.99.16","c2_metasploit","3790","Critical/Critical","nl","2025-07-08 22:30:23"
"47.236.177.123","c2_havoc","80","Critical/Critical","sg","2025-07-09 11:41:39"
"18.142.15.107","c2_meshagent","80","Critical/Critical","sg","2025-07-10 01:11:37"
"83.238.212.60","c2_havoc","443","Critical/Critical","pl","2025-07-08 04:06:12"
"23.88.64.236","c2_meshagent","80","Critical/Critical","de","2025-07-11 01:35:37"
"47.236.177.123","c2_havoc","443","Critical/Critical","sg","2025-07-10 03:53:20"
"94.159.103.141","c2_meshagent","443","Critical/Critical","de","2025-07-10 22:00:07"
"23.88.116.176","c2_meshagent","80","Critical/Critical","de","2025-07-11 02:25:00"
"139.162.235.160","c2_havoc","443","Critical/Critical","gb","2025-07-10 15:43:40"
"3.79.148.6","c2_mythic","80","Critical/Critical","de","2025-07-10 17:26:25"
"185.193.127.252","c2_havoc","443","Critical/Critical","fi","2025-07-10 08:45:15"
"155.248.230.173","c2_meshagent","443","Critical/Critical","ca","2025-07-10 22:08:57"
"69.8.162.211","c2_meshagent","80","Critical/Critical","us","2025-07-10 22:08:40"
"34.81.132.39","c2_metasploit","3790","Critical/Critical","tw","2025-07-09 04:26:38"
"150.136.25.249","c2_mythic","443","Critical/Critical","us","2025-07-10 18:30:09"
"54.166.5.80","c2_meshagent","443","Critical/Critical","us","2025-07-10 23:43:33"
"54.164.113.46","c2_mythic","80","Critical/Critical","us","2025-07-10 19:44:31"
"23.30.96.152","c2_meshagent","80","Critical/Critical","us","2025-07-10 23:51:04"
"173.249.45.65","c2_havoc","443","Critical/Critical","fr","2025-07-09 02:38:15"
"18.228.31.163","c2_havoc","20443","Critical/Critical","br","2025-07-09 12:28:33"
"78.128.112.209","c2_havoc","443","Critical/Critical","bg","2025-07-10 14:44:11"
"45.61.165.228","c2_metasploit","3790","Critical/Critical","us","2025-07-08 08:44:53"
"150.109.111.98","c2_havoc","443","Critical/Critical","hk","2025-07-10 14:15:03"
"45.125.67.147","c2_metasploit","3790","Critical/Critical","hk","2025-07-08 08:43:11"
"144.202.104.21","c2_mythic","443","Critical/Critical","us","2025-07-10 20:48:33"
"185.119.17.37","c2_posh","443","Critical/Critical","de","2025-06-16 05:40:01"
"52.13.109.136","c2_mythic","443","Critical/Critical","us","2025-07-10 19:33:25"
"61.4.109.91","c2_havoc","443","Critical/Critical","my","2025-07-09 12:09:33"
"185.196.11.206","c2_havoc","443","Critical/Critical","ch","2025-07-10 09:55:49"
"167.71.198.222","c2_mythic","80","Critical/Critical","sg","2025-07-10 21:36:22"
"216.245.184.113","c2_meshagent","80","Critical/Critical","us","2025-07-10 22:11:25"
"144.202.6.54","c2_mythic","443","Critical/Critical","us","2025-07-10 20:34:51"
"20.188.119.195","c2_havoc","443","Critical/Critical","sg","2025-07-10 19:33:27"
"159.65.223.78","c2_mythic","443","Critical/Critical","us","2025-07-10 17:22:59"
"3.16.203.97","c2_meshagent","443","Critical/Critical","us","2025-07-10 22:05:00"
"46.101.95.235","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 09:27:21"
"45.79.198.18","c2_metasploit","3790","Critical/Critical","us","2025-07-08 16:23:52"
"128.199.152.169","c2_havoc","443","Critical/Critical","sg","2025-07-10 18:33:51"
"45.8.148.165","c2_metasploit","3790","Critical/Critical","de","2025-07-08 08:43:16"
"70.77.120.233","c2_havoc","443","Critical/Critical","ca","2025-07-10 04:43:46"
"154.12.230.166","c2_mythic","443","Critical/Critical","us","2025-07-10 21:00:49"
"54.68.242.73","c2_mythic","80","Critical/Critical","us","2025-07-10 20:44:14"
"185.130.214.105","c2_havoc","443","Critical/Critical","ru","2025-07-08 22:44:26"
"5.249.145.51","c2_metasploit","3790","Critical/Critical","it","2025-07-08 12:20:00"
"216.163.52.15","c2_meshagent","443","Critical/Critical","us","2025-07-10 22:09:08"
"194.69.162.205","c2_havoc","443","Critical/Critical","tr","2025-07-10 14:15:46"
"88.99.214.170","c2_metasploit","3790","Critical/Critical","de","2025-07-09 01:36:04"
"89.149.211.111","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 03:36:28"
"66.85.173.48","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:51:15"
"216.209.32.35","c2_meshagent","443","Critical/Critical","ca","2025-07-10 23:26:46"
"23.121.133.109","c2_meshagent","80","Critical/Critical","us","2025-07-11 02:27:23"
"89.213.120.43","c2_mythic","443","Critical/Critical","de","2025-07-10 18:11:27"
"88.119.170.212","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 03:36:27"
"77.246.99.16","c2_metasploit","3790","Critical/Critical","nl","2025-07-08 22:21:50"
"141.144.247.95","c2_meshagent","80","Critical/Critical","de","2025-07-11 22:15:56"
"107.172.230.178","c2_havoc","443","Critical/Critical","us","2025-07-10 06:23:58"
"3.17.150.26","c2_meshagent","80","Critical/Critical","us","2025-07-11 23:51:16"
"83.238.212.60","c2_havoc","443","Critical/Critical","pl","2025-07-10 14:26:50"
"138.197.32.49","c2_havoc","443","Critical/Critical","us","2025-07-11 12:34:29"
"141.144.235.166","c2_meshagent","443","Critical/Critical","de","2025-07-11 22:11:41"
"78.38.80.242","c2_metasploit","3790","Critical/Critical","ir","2025-07-08 22:21:50"
"18.159.102.4","c2_meshagent","80","Critical/Critical","de","2025-07-11 23:52:29"
"162.55.185.68","c2_meshagent","443","Critical/Critical","de","2025-07-11 22:28:23"
"81.169.203.77","c2_mythic","443","Critical/Critical","de","2025-07-11 18:14:52"
"137.184.179.194","c2_meshagent","443","Critical/Critical","us","2025-07-11 22:34:19"
"47.236.177.123","c2_havoc","443","Critical/Critical","sg","2025-07-08 22:44:26"
"5.75.201.252","c2_metasploit","3790","Critical/Critical","de","2025-07-08 16:05:23"
"141.147.79.66","c2_meshagent","80","Critical/Critical","gb","2025-07-11 22:20:08"
"139.162.235.160","c2_havoc","443","Critical/Critical","gb","2025-07-10 12:35:53"
"212.46.38.224","c2_havoc","443","Critical/Critical","es","2025-07-11 12:24:22"
"66.85.173.48","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:51:15"
"108.7.45.93","c2_meshagent","80","Critical/Critical","us","2025-07-11 22:13:03"
"194.69.162.205","c2_havoc","80","Critical/Critical","tr","2025-07-11 18:23:19"
"88.214.25.251","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:36:26"
"174.138.41.37","c2_mythic","443","Critical/Critical","us","2025-07-11 17:57:09"
"78.128.112.209","c2_havoc","443","Critical/Critical","bg","2025-07-11 14:54:53"
"77.92.95.143","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 20:51:13"
"172.167.163.14","c2_havoc","443","Critical/Critical","gb","2025-07-08 04:06:12"
"128.199.152.169","c2_havoc","443","Critical/Critical","sg","2025-07-11 17:29:54"
"162.55.225.166","c2_meshagent","80","Critical/Critical","de","2025-07-11 22:21:15"
"157.230.34.254","c2_havoc","443","Critical/Critical","sg","2025-07-11 21:44:40"
"144.202.6.54","c2_mythic","443","Critical/Critical","us","2025-07-11 19:45:06"
"3.79.148.6","c2_mythic","443","Critical/Critical","de","2025-07-11 20:19:57"
"89.58.9.56","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:36:28"
"167.71.198.222","c2_mythic","443","Critical/Critical","sg","2025-07-11 20:52:46"
"3.88.117.69","c2_meshagent","80","Critical/Critical","us","2025-07-11 22:59:27"
"82.66.75.169","c2_havoc","443","Critical/Critical","fr","2025-07-08 14:53:40"
"18.217.76.246","c2_meshagent","443","Critical/Critical","us","2025-07-12 00:36:30"
"45.55.123.49","c2_havoc","443","Critical/Critical","us","2025-07-11 05:22:42"
"165.227.250.1","c2_mythic","443","Critical/Critical","us","2025-07-11 18:39:41"
"45.79.207.53","c2_metasploit","3790","Critical/Critical","us","2025-07-08 16:23:52"
"209.74.87.113","c2_mythic","443","Critical/Critical","us","2025-07-11 19:26:16"
"52.188.13.228","c2_metasploit","3790","Critical/Critical","us","2025-07-08 17:48:22"
"81.105.202.92","c2_mythic","80","Critical/Critical","gb","2025-07-11 18:16:56"
"195.66.213.157","c2_posh","443","Critical/Critical","ua","2025-06-16 05:40:01"
"18.203.27.251","c2_meshagent","443","Critical/Critical","ie","2025-07-11 22:48:47"
"18.143.93.130","c2_mythic","80","Critical/Critical","sg","2025-07-12 00:48:59"
"18.168.225.154","c2_havoc","443","Critical/Critical","gb","2025-07-11 18:23:46"
"173.249.45.65","c2_havoc","443","Critical/Critical","fr","2025-07-08 23:42:41"
"88.119.170.212","c2_metasploit","443","Critical/Critical","nl","2025-07-11 02:57:17"
"47.94.225.128","c2_metasploit","3790","Critical/Critical","cn","2025-07-08 09:40:42"
"132.145.210.148","c2_mythic","443","Critical/Critical","us","2025-07-11 19:39:27"
"144.202.104.21","c2_mythic","443","Critical/Critical","us","2025-07-11 19:31:42"
"49.13.225.29","c2_metasploit","3790","Critical/Critical","de","2025-07-08 12:19:59"
"185.193.127.252","c2_havoc","443","Critical/Critical","fi","2025-07-12 19:01:36"
